step,tag,value
1,train_acc,10.434000015258789
2,train_acc,20.489999771118164
3,train_acc,29.736000061035156
4,train_acc,37.891998291015625
5,train_acc,44.17599868774414
6,train_acc,48.645999908447266
7,train_acc,51.981998443603516
8,train_acc,54.40999984741211
9,train_acc,56.97200012207031
10,train_acc,58.40999984741211
11,train_acc,59.823997497558594
12,train_acc,60.59199905395508
13,train_acc,61.31599807739258
14,train_acc,62.47999954223633
15,train_acc,63.13399887084961
16,train_acc,63.49399948120117
17,train_acc,63.80799865722656
18,train_acc,64.0739974975586
19,train_acc,64.63800048828125
20,train_acc,65.11399841308594
21,train_acc,65.20199584960938
22,train_acc,65.7959976196289
23,train_acc,65.56199645996094
24,train_acc,65.93199920654297
25,train_acc,66.39799499511719
26,train_acc,66.70199584960938
27,train_acc,66.96199798583984
28,train_acc,66.69599914550781
29,train_acc,67.26399993896484
30,train_acc,67.10399627685547
31,train_acc,67.21199798583984
32,train_acc,67.55599975585938
33,train_acc,67.67599487304688
34,train_acc,67.54199981689453
35,train_acc,67.63600158691406
36,train_acc,68.2239990234375
37,train_acc,67.65799713134766
38,train_acc,68.15399932861328
39,train_acc,67.98400115966797
40,train_acc,68.2459945678711
41,train_acc,68.44599914550781
42,train_acc,68.39599609375
43,train_acc,68.50799560546875
44,train_acc,68.51599884033203
45,train_acc,68.552001953125
46,train_acc,68.50799560546875
47,train_acc,68.86000061035156
48,train_acc,68.83200073242188
49,train_acc,68.58599853515625
50,train_acc,68.87200164794922
51,train_acc,69.06999969482422
52,train_acc,68.76200103759766
53,train_acc,69.0219955444336
54,train_acc,69.18799591064453
55,train_acc,68.96599578857422
56,train_acc,69.30799865722656
57,train_acc,68.96399688720703
58,train_acc,69.08200073242188
59,train_acc,69.19999694824219
60,train_acc,69.52399444580078
61,train_acc,68.9959945678711
62,train_acc,69.34400177001953
63,train_acc,69.22599792480469
64,train_acc,69.13800048828125
65,train_acc,69.43999481201172
66,train_acc,69.46199798583984
67,train_acc,69.3479995727539
68,train_acc,69.43599700927734
69,train_acc,69.43999481201172
70,train_acc,69.7719955444336
71,train_acc,69.58000183105469
72,train_acc,69.44999694824219
73,train_acc,69.53399658203125
74,train_acc,69.56199645996094
75,train_acc,69.37999725341797
76,train_acc,69.39799499511719
77,train_acc,69.64399719238281
78,train_acc,69.86799621582031
79,train_acc,69.73199462890625
80,train_acc,69.97599792480469
81,train_acc,69.74199676513672
82,train_acc,69.70399475097656
83,train_acc,69.84199523925781
84,train_acc,69.72000122070312
85,train_acc,69.74800109863281
86,train_acc,69.9280014038086
87,train_acc,69.95199584960938
88,train_acc,69.85199737548828
89,train_acc,69.86399841308594
90,train_acc,69.93599700927734
91,train_acc,70.0979995727539
92,train_acc,69.75999450683594
93,train_acc,69.802001953125
94,train_acc,70.27799987792969
95,train_acc,70.19400024414062
96,train_acc,70.0
97,train_acc,69.9280014038086
98,train_acc,70.08999633789062
99,train_acc,70.01399993896484
100,train_acc,69.91799926757812
101,train_acc,69.9219970703125
102,train_acc,70.40999603271484
103,train_acc,70.0719985961914
104,train_acc,69.9000015258789
105,train_acc,70.00399780273438
106,train_acc,70.53199768066406
107,train_acc,70.13399505615234
108,train_acc,70.41199493408203
109,train_acc,70.07599639892578
110,train_acc,70.18000030517578
111,train_acc,70.0479965209961
112,train_acc,70.23999786376953
113,train_acc,70.45800018310547
114,train_acc,70.40799713134766
115,train_acc,70.35199737548828
116,train_acc,69.89599609375
117,train_acc,70.11199951171875
118,train_acc,70.4000015258789
119,train_acc,70.15399932861328
120,train_acc,70.30799865722656
121,train_acc,70.3479995727539
122,train_acc,70.23600006103516
123,train_acc,70.43399810791016
124,train_acc,70.30400085449219
125,train_acc,70.28599548339844
126,train_acc,70.41400146484375
127,train_acc,70.3759994506836
128,train_acc,70.29199981689453
129,train_acc,70.32599639892578
130,train_acc,70.35599517822266
131,train_acc,70.40599822998047
132,train_acc,70.2699966430664
133,train_acc,70.56199645996094
134,train_acc,70.39599609375
135,train_acc,70.2699966430664
136,train_acc,70.4000015258789
137,train_acc,70.50799560546875
138,train_acc,70.4959945678711
139,train_acc,70.28399658203125
140,train_acc,70.71599578857422
141,train_acc,70.23600006103516
142,train_acc,70.33799743652344
143,train_acc,70.47999572753906
144,train_acc,70.4219970703125
145,train_acc,70.47599792480469
146,train_acc,70.3759994506836
147,train_acc,70.39399719238281
148,train_acc,70.39199829101562
149,train_acc,70.44599914550781
150,train_acc,70.79399871826172
151,train_acc,79.00999450683594
152,train_acc,81.11000061035156
153,train_acc,82.11599731445312
154,train_acc,82.65599822998047
155,train_acc,83.13600158691406
156,train_acc,83.76799774169922
157,train_acc,83.91799926757812
158,train_acc,84.32599639892578
159,train_acc,84.57999420166016
160,train_acc,84.78199768066406
161,train_acc,85.00999450683594
162,train_acc,85.20999908447266
163,train_acc,85.5219955444336
164,train_acc,85.69200134277344
165,train_acc,86.0
166,train_acc,86.19200134277344
167,train_acc,86.01200103759766
168,train_acc,86.1240005493164
169,train_acc,86.22599792480469
170,train_acc,86.36799621582031
171,train_acc,86.23199462890625
172,train_acc,86.4280014038086
173,train_acc,86.41199493408203
174,train_acc,86.41600036621094
175,train_acc,86.5979995727539
176,train_acc,86.67599487304688
177,train_acc,86.65999603271484
178,train_acc,86.5719985961914
179,train_acc,86.91199493408203
180,train_acc,86.68799591064453
181,train_acc,89.447998046875
182,train_acc,90.00199890136719
183,train_acc,90.16199493408203
184,train_acc,90.23799896240234
185,train_acc,90.46599578857422
186,train_acc,90.4739990234375
187,train_acc,90.66199493408203
188,train_acc,90.82999420166016
189,train_acc,90.93799591064453
190,train_acc,90.80599975585938
191,train_acc,91.03799438476562
192,train_acc,90.93799591064453
193,train_acc,91.05400085449219
194,train_acc,91.11000061035156
195,train_acc,91.093994140625
196,train_acc,91.2239990234375
197,train_acc,91.2719955444336
198,train_acc,91.33599853515625
199,train_acc,91.26799774169922
200,train_acc,91.32999420166016
201,train_acc,91.40799713134766
202,train_acc,91.33799743652344
203,train_acc,91.43599700927734
204,train_acc,91.5719985961914
205,train_acc,91.50999450683594
206,train_acc,91.61199951171875
207,train_acc,91.66199493408203
208,train_acc,91.80599975585938
209,train_acc,91.8740005493164
210,train_acc,91.68199920654297
211,train_acc,92.13199615478516
212,train_acc,92.22000122070312
213,train_acc,92.13800048828125
214,train_acc,92.1780014038086
215,train_acc,92.0739974975586
216,train_acc,92.24800109863281
217,train_acc,92.25799560546875
218,train_acc,92.26399993896484
219,train_acc,92.01599884033203
220,train_acc,92.093994140625
221,train_acc,92.12999725341797
222,train_acc,92.18000030517578
223,train_acc,92.18799591064453
224,train_acc,92.28799438476562
225,train_acc,92.22799682617188
226,train_acc,92.20999908447266
227,train_acc,92.27399444580078
228,train_acc,92.2959976196289
229,train_acc,92.20399475097656
230,train_acc,92.30599975585938
231,train_acc,92.16400146484375
232,train_acc,92.22200012207031
233,train_acc,92.25399780273438
234,train_acc,92.26599884033203
235,train_acc,92.1780014038086
236,train_acc,92.23199462890625
237,train_acc,92.32599639892578
238,train_acc,92.23999786376953
239,train_acc,92.19200134277344
240,train_acc,92.27799987792969
1,train_loss,21.46653175354004
2,train_loss,19.127025604248047
3,train_loss,16.685972213745117
4,train_loss,14.255287170410156
5,train_loss,12.719961166381836
6,train_loss,11.81336498260498
7,train_loss,10.99927043914795
8,train_loss,10.386760711669922
9,train_loss,9.93624210357666
10,train_loss,9.566232681274414
11,train_loss,9.247784614562988
12,train_loss,9.001639366149902
13,train_loss,8.822042465209961
14,train_loss,8.636096000671387
15,train_loss,8.486238479614258
16,train_loss,8.353760719299316
17,train_loss,8.268357276916504
18,train_loss,8.170083999633789
19,train_loss,8.07934856414795
20,train_loss,7.999704837799072
21,train_loss,7.952993392944336
22,train_loss,7.870180606842041
23,train_loss,7.844523906707764
24,train_loss,7.789733409881592
25,train_loss,7.727633953094482
26,train_loss,7.678555488586426
27,train_loss,7.63807487487793
28,train_loss,7.620865821838379
29,train_loss,7.562786102294922
30,train_loss,7.565170764923096
31,train_loss,7.50486421585083
32,train_loss,7.499866485595703
33,train_loss,7.480363368988037
34,train_loss,7.483753204345703
35,train_loss,7.464809417724609
36,train_loss,7.408732891082764
37,train_loss,7.426845550537109
38,train_loss,7.397678852081299
39,train_loss,7.366016864776611
40,train_loss,7.361885070800781
41,train_loss,7.33040189743042
42,train_loss,7.332524299621582
43,train_loss,7.31108283996582
44,train_loss,7.305313587188721
45,train_loss,7.274280071258545
46,train_loss,7.271791458129883
47,train_loss,7.259318828582764
48,train_loss,7.231932163238525
49,train_loss,7.2566070556640625
50,train_loss,7.218715667724609
51,train_loss,7.207392692565918
52,train_loss,7.228211879730225
53,train_loss,7.2164387702941895
54,train_loss,7.1988677978515625
55,train_loss,7.185927391052246
56,train_loss,7.17205810546875
57,train_loss,7.196774959564209
58,train_loss,7.167307376861572
59,train_loss,7.147636890411377
60,train_loss,7.132338523864746
61,train_loss,7.142495632171631
62,train_loss,7.138363361358643
63,train_loss,7.1280517578125
64,train_loss,7.128116607666016
65,train_loss,7.110470294952393
66,train_loss,7.108922958374023
67,train_loss,7.106184959411621
68,train_loss,7.080007076263428
69,train_loss,7.067834854125977
70,train_loss,7.073939800262451
71,train_loss,7.065109729766846
72,train_loss,7.063291072845459
73,train_loss,7.070805549621582
74,train_loss,7.066806316375732
75,train_loss,7.061131000518799
76,train_loss,7.072696208953857
77,train_loss,7.053249835968018
78,train_loss,7.030409812927246
79,train_loss,7.028707504272461
80,train_loss,7.036291122436523
81,train_loss,7.0040202140808105
82,train_loss,7.008755683898926
83,train_loss,7.01712703704834
84,train_loss,7.031947612762451
85,train_loss,7.028415679931641
86,train_loss,7.0092339515686035
87,train_loss,6.988004684448242
88,train_loss,7.017099380493164
89,train_loss,7.004783630371094
90,train_loss,6.990665435791016
91,train_loss,6.97550630569458
92,train_loss,6.993042469024658
93,train_loss,6.999983787536621
94,train_loss,6.957851886749268
95,train_loss,6.953530311584473
96,train_loss,6.984899520874023
97,train_loss,6.975829601287842
98,train_loss,6.981410026550293
99,train_loss,6.97719144821167
100,train_loss,6.967281341552734
101,train_loss,6.983064651489258
102,train_loss,6.959394931793213
103,train_loss,6.964180946350098
104,train_loss,6.973153114318848
105,train_loss,6.974433898925781
106,train_loss,6.944026947021484
107,train_loss,6.958819389343262
108,train_loss,6.938360691070557
109,train_loss,6.997773170471191
110,train_loss,6.951219081878662
111,train_loss,6.95851993560791
112,train_loss,6.943870544433594
113,train_loss,6.913506031036377
114,train_loss,6.89431619644165
115,train_loss,6.916935920715332
116,train_loss,6.9234724044799805
117,train_loss,6.936906337738037
118,train_loss,6.900083065032959
119,train_loss,6.925818920135498
120,train_loss,6.901823043823242
121,train_loss,6.899838447570801
122,train_loss,6.934822082519531
123,train_loss,6.907071113586426
124,train_loss,6.893060207366943
125,train_loss,6.896327972412109
126,train_loss,6.913002967834473
127,train_loss,6.9107985496521
128,train_loss,6.91339635848999
129,train_loss,6.898883819580078
130,train_loss,6.907422065734863
131,train_loss,6.90461540222168
132,train_loss,6.912408351898193
133,train_loss,6.919229507446289
134,train_loss,6.908949851989746
135,train_loss,6.896214008331299
136,train_loss,6.8967509269714355
137,train_loss,6.878227710723877
138,train_loss,6.880069732666016
139,train_loss,6.905481815338135
140,train_loss,6.877892017364502
141,train_loss,6.900367259979248
142,train_loss,6.907577037811279
143,train_loss,6.882837295532227
144,train_loss,6.867488384246826
145,train_loss,6.889010906219482
146,train_loss,6.89639949798584
147,train_loss,6.898231506347656
148,train_loss,6.885733604431152
149,train_loss,6.887535095214844
150,train_loss,6.865346908569336
151,train_loss,5.84531307220459
152,train_loss,5.3375139236450195
153,train_loss,5.09517765045166
154,train_loss,4.938506126403809
155,train_loss,4.826481819152832
156,train_loss,4.7370147705078125
157,train_loss,4.664679527282715
158,train_loss,4.603456974029541
159,train_loss,4.555112838745117
160,train_loss,4.506650447845459
161,train_loss,4.472919940948486
162,train_loss,4.436553001403809
163,train_loss,4.406428813934326
164,train_loss,4.379602432250977
165,train_loss,4.354145526885986
166,train_loss,4.318452835083008
167,train_loss,4.313154697418213
168,train_loss,4.290018558502197
169,train_loss,4.26992654800415
170,train_loss,4.2635178565979
171,train_loss,4.266660213470459
172,train_loss,4.249192237854004
173,train_loss,4.243437767028809
174,train_loss,4.2352776527404785
175,train_loss,4.224919319152832
176,train_loss,4.225980281829834
177,train_loss,4.221207618713379
178,train_loss,4.22649621963501
179,train_loss,4.208130359649658
180,train_loss,4.221768856048584
181,train_loss,3.914130449295044
182,train_loss,3.7755556106567383
183,train_loss,3.721832275390625
184,train_loss,3.686826705932617
185,train_loss,3.655946969985962
186,train_loss,3.639810562133789
187,train_loss,3.624800682067871
188,train_loss,3.610473155975342
189,train_loss,3.59576678276062
190,train_loss,3.583669424057007
191,train_loss,3.574063539505005
192,train_loss,3.5613653659820557
193,train_loss,3.5552804470062256
194,train_loss,3.548330307006836
195,train_loss,3.5421714782714844
196,train_loss,3.5334067344665527
197,train_loss,3.522907257080078
198,train_loss,3.5132246017456055
199,train_loss,3.5097222328186035
200,train_loss,3.502081871032715
201,train_loss,3.4995272159576416
202,train_loss,3.4944772720336914
203,train_loss,3.4842889308929443
204,train_loss,3.4837586879730225
205,train_loss,3.478459119796753
206,train_loss,3.4691498279571533
207,train_loss,3.4626247882843018
208,train_loss,3.460721492767334
209,train_loss,3.452446699142456
210,train_loss,3.4485983848571777
211,train_loss,3.411832094192505
212,train_loss,3.4017069339752197
213,train_loss,3.3948850631713867
214,train_loss,3.3934690952301025
215,train_loss,3.3923847675323486
216,train_loss,3.3901288509368896
217,train_loss,3.382230758666992
218,train_loss,3.381753444671631
219,train_loss,3.383958339691162
220,train_loss,3.3804283142089844
221,train_loss,3.3830227851867676
222,train_loss,3.3834564685821533
223,train_loss,3.3806233406066895
224,train_loss,3.3775081634521484
225,train_loss,3.377882719039917
226,train_loss,3.3741602897644043
227,train_loss,3.371649980545044
228,train_loss,3.370961904525757
229,train_loss,3.371077537536621
230,train_loss,3.3676350116729736
231,train_loss,3.3712193965911865
232,train_loss,3.373034715652466
233,train_loss,3.3683502674102783
234,train_loss,3.368009567260742
235,train_loss,3.367061138153076
236,train_loss,3.3729634284973145
237,train_loss,3.3676629066467285
238,train_loss,3.367486000061035
239,train_loss,3.3671715259552
240,train_loss,3.365734100341797
1,test_acc,14.319999694824219
2,test_acc,21.100000381469727
3,test_acc,29.03999900817871
4,test_acc,30.799999237060547
5,test_acc,44.25
6,test_acc,43.689998626708984
7,test_acc,50.12999725341797
8,test_acc,48.72999954223633
9,test_acc,52.46999740600586
10,test_acc,53.91999816894531
11,test_acc,55.3599967956543
12,test_acc,54.0
