step,tag,value
1,train_acc,10.699999809265137
2,train_acc,24.45199966430664
3,train_acc,34.327999114990234
4,train_acc,40.604000091552734
5,train_acc,45.689998626708984
6,train_acc,49.14999771118164
7,train_acc,51.63800048828125
8,train_acc,53.53199768066406
9,train_acc,55.343997955322266
10,train_acc,56.10199737548828
11,train_acc,56.98999786376953
12,train_acc,57.84199905395508
13,train_acc,58.29999923706055
14,train_acc,59.253997802734375
15,train_acc,59.39999771118164
16,train_acc,59.79199981689453
17,train_acc,60.63999938964844
18,train_acc,60.82600021362305
19,train_acc,60.8120002746582
20,train_acc,61.444000244140625
21,train_acc,60.77199935913086
22,train_acc,61.08199691772461
23,train_acc,61.7339973449707
24,train_acc,61.913997650146484
25,train_acc,62.21999740600586
26,train_acc,62.477996826171875
27,train_acc,62.60599899291992
28,train_acc,62.64399719238281
29,train_acc,62.87199783325195
30,train_acc,62.935997009277344
31,train_acc,62.95399856567383
32,train_acc,63.327999114990234
33,train_acc,62.93199920654297
34,train_acc,63.27399826049805
35,train_acc,63.33799743652344
36,train_acc,63.59000015258789
37,train_acc,63.503997802734375
38,train_acc,63.64799880981445
39,train_acc,63.70800018310547
40,train_acc,63.683998107910156
41,train_acc,63.481998443603516
42,train_acc,63.65599822998047
43,train_acc,63.66599655151367
44,train_acc,63.7339973449707
45,train_acc,63.6879997253418
46,train_acc,64.14399719238281
47,train_acc,63.74599838256836
48,train_acc,64.03399658203125
49,train_acc,64.26599884033203
50,train_acc,63.847999572753906
51,train_acc,63.87199783325195
52,train_acc,64.02799987792969
53,train_acc,64.43799591064453
54,train_acc,64.22799682617188
55,train_acc,64.33200073242188
56,train_acc,63.917999267578125
57,train_acc,64.10800170898438
58,train_acc,64.40799713134766
59,train_acc,64.30400085449219
60,train_acc,64.44599914550781
61,train_acc,64.23199462890625
62,train_acc,64.40399932861328
63,train_acc,64.31600189208984
64,train_acc,64.63399505615234
65,train_acc,64.2959976196289
66,train_acc,64.59199523925781
67,train_acc,64.59600067138672
68,train_acc,64.3239974975586
69,train_acc,64.79999542236328
70,train_acc,64.52799987792969
71,train_acc,64.55999755859375
72,train_acc,64.10599517822266
73,train_acc,64.34600067138672
74,train_acc,64.6259994506836
75,train_acc,64.48400115966797
76,train_acc,64.44200134277344
77,train_acc,64.80999755859375
78,train_acc,64.87200164794922
79,train_acc,64.6719970703125
80,train_acc,64.76399993896484
81,train_acc,64.22799682617188
82,train_acc,64.7719955444336
83,train_acc,64.73400115966797
84,train_acc,64.57599639892578
85,train_acc,64.59199523925781
86,train_acc,64.79199981689453
87,train_acc,64.95800018310547
88,train_acc,64.6240005493164
89,train_acc,64.93399810791016
90,train_acc,64.81600189208984
91,train_acc,64.5479965209961
92,train_acc,64.72999572753906
93,train_acc,64.73199462890625
94,train_acc,64.96399688720703
95,train_acc,64.95399475097656
96,train_acc,65.052001953125
97,train_acc,64.80799865722656
98,train_acc,64.94200134277344
99,train_acc,64.7979965209961
100,train_acc,65.16199493408203
101,train_acc,64.34600067138672
102,train_acc,64.7239990234375
103,train_acc,64.69400024414062
104,train_acc,64.88600158691406
105,train_acc,64.58599853515625
106,train_acc,65.22799682617188
107,train_acc,64.78800201416016
108,train_acc,64.8239974975586
109,train_acc,64.95999908447266
110,train_acc,65.15599822998047
111,train_acc,65.01799774169922
112,train_acc,64.94599914550781
113,train_acc,64.78800201416016
114,train_acc,65.11399841308594
115,train_acc,64.66600036621094
116,train_acc,65.13999938964844
117,train_acc,65.13199615478516
118,train_acc,64.91199493408203
119,train_acc,65.16400146484375
120,train_acc,65.13399505615234
121,train_acc,64.95600128173828
122,train_acc,64.84400177001953
